"#chr" "region_id" "TSS" "start" "end" "contexts" "original_data"
"chr2" "ENSG00000115368" 189441446 187480000 191080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115368.univariate_twas_weights.rds"
"chr2" "ENSG00000115380" 55924139 54865967 57640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115380.univariate_twas_weights.rds"
"chr2" "ENSG00000115392" 58241372 57159243 61040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115392.univariate_twas_weights.rds"
"chr2" "ENSG00000115414" 215436073 213200000 216436073 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115414.univariate_twas_weights.rds"
"chr2" "ENSG00000115415" 191020960 189440000 192020960 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115415.univariate_twas_weights.rds"
"chr2" "ENSG00000115419" 190880821 189440000 191965552 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115419.univariate_twas_weights.rds"
"chr2" "ENSG00000115421" 60756266 57560000 61802086 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115421.univariate_twas_weights.rds"
"chr2" "ENSG00000115423" 84516498 83516497 85819589 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115423.univariate_twas_weights.rds"
"chr2" "ENSG00000115425" 216082955 213200000 219640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115425.univariate_twas_weights.rds"
"chr2" "ENSG00000115446" 98608579 97040000 100600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115446.univariate_twas_weights.rds"
"chr2" "ENSG00000115457" 216632828 215632827 219640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115457.univariate_twas_weights.rds"
"chr2" "ENSG00000115459" 85354394 84354393 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115459.univariate_twas_weights.rds"
"chr2" "ENSG00000115461" 216695549 215672105 219640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115461.univariate_twas_weights.rds"
"chr2" "ENSG00000115464" 61471087 60187463 63560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115464.univariate_twas_weights.rds"
"chr2" "ENSG00000115468" 232606057 231606056 235760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115468.univariate_twas_weights.rds"
"chr2" "ENSG00000115474" 232776565 231765802 235760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115474.univariate_twas_weights.rds"
"chr2" "ENSG00000115484" 61888671 60868085 63560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115484.univariate_twas_weights.rds"
"chr2" "ENSG00000115486" 85561547 84544720 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115486.univariate_twas_weights.rds"
"chr2" "ENSG00000115488" 233032672 232032671 235760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115488.univariate_twas_weights.rds"
"chr2" "ENSG00000115504" 62673851 61000000 64046487 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115504.univariate_twas_weights.rds"
"chr2" "ENSG00000115507" 63050057 61000000 64057836 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115507.univariate_twas_weights.rds"
"chr2" "ENSG00000115514" 99340702 97040000 100600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115514.univariate_twas_weights.rds"
"chr2" "ENSG00000115520" 197453423 196453422 198475308 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115520.univariate_twas_weights.rds"
"chr2" "ENSG00000115523" 85694358 84694357 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115523.univariate_twas_weights.rds"
"chr2" "ENSG00000115524" 197435079 196388515 198435079 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115524.univariate_twas_weights.rds"
"chr2" "ENSG00000115525" 85905199 84837120 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115525.univariate_twas_weights.rds"
"chr2" "ENSG00000115526" 100417668 97040000 102840000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115526.univariate_twas_weights.rds"
"chr2" "ENSG00000115539" 100562993 97040000 102840000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115539.univariate_twas_weights.rds"
"chr2" "ENSG00000115540" 197515571 196515570 198553699 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115540.univariate_twas_weights.rds"
"chr2" "ENSG00000115541" 197500140 196500139 198503449 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115541.univariate_twas_weights.rds"
"chr2" "ENSG00000115548" 86440647 85280000 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115548.univariate_twas_weights.rds"
"chr2" "ENSG00000115556" 218607899 216000000 219640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115556.univariate_twas_weights.rds"
"chr2" "ENSG00000115561" 86563479 85280000 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115561.univariate_twas_weights.rds"
"chr2" "ENSG00000115568" 218659655 216000000 219659655 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115568.univariate_twas_weights.rds"
"chr2" "ENSG00000115590" 101991960 100280000 103028544 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115590.univariate_twas_weights.rds"
"chr2" "ENSG00000115592" 218832086 216000000 219832086 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115592.univariate_twas_weights.rds"
"chr2" "ENSG00000115593" 88067825 86840000 94600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115593.univariate_twas_weights.rds"
"chr2" "ENSG00000115594" 102064544 100280000 103179874 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115594.univariate_twas_weights.rds"
"chr2" "ENSG00000115596" 218859805 216000000 219874233 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115596.univariate_twas_weights.rds"
"chr2" "ENSG00000115598" 102187006 100280000 103240002 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115598.univariate_twas_weights.rds"
"chr2" "ENSG00000115602" 102311502 100280000 103352037 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115602.univariate_twas_weights.rds"
"chr2" "ENSG00000115604" 102311529 100280000 103398777 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115604.univariate_twas_weights.rds"
"chr2" "ENSG00000115607" 102418689 100280000 105360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115607.univariate_twas_weights.rds"
"chr2" "ENSG00000115616" 102619553 100280000 105360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115616.univariate_twas_weights.rds"
"chr2" "ENSG00000115641" 105438513 102440000 106600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115641.univariate_twas_weights.rds"
"chr2" "ENSG00000115648" 237485428 236200000 238555322 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115648.univariate_twas_weights.rds"
"chr2" "ENSG00000115649" 219178106 216000000 220178106 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115649.univariate_twas_weights.rds"
"chr2" "ENSG00000115652" 106194301 105093311 108800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115652.univariate_twas_weights.rds"
"chr2" "ENSG00000115657" 219218994 216000000 220218994 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115657.univariate_twas_weights.rds"
"chr2" "ENSG00000115661" 219245455 216000000 220250337 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115661.univariate_twas_weights.rds"
"chr2" "ENSG00000115665" 107986523 106080000 109013994 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115665.univariate_twas_weights.rds"
"chr2" "ENSG00000115677" 241317061 237600000 242193529 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115677.univariate_twas_weights.rds"
"chr2" "ENSG00000115685" 241149576 237600000 242193529 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115685.univariate_twas_weights.rds"
"chr2" "ENSG00000115687" 241150264 237600000 242193529 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115687.univariate_twas_weights.rds"
"chr2" "ENSG00000115694" 241509730 237600000 242193529 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115694.univariate_twas_weights.rds"
"chr2" "ENSG00000115705" 1374066 0 3760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115705.univariate_twas_weights.rds"
"chr2" "ENSG00000115718" 127418427 126418426 130720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115718.univariate_twas_weights.rds"
"chr2" "ENSG00000115738" 8678845 6840000 10080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115738.univariate_twas_weights.rds"
"chr2" "ENSG00000115750" 9843443 6840000 10934416 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115750.univariate_twas_weights.rds"
"chr2" "ENSG00000115756" 10302889 9302888 11427617 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115756.univariate_twas_weights.rds"
"chr2" "ENSG00000115758" 10448327 9439968 11448327 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115758.univariate_twas_weights.rds"
"chr2" "ENSG00000115760" 32357028 30120000 33640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115760.univariate_twas_weights.rds"
"chr2" "ENSG00000115761" 10689987 9570754 11689987 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115761.univariate_twas_weights.rds"
"chr2" "ENSG00000115762" 131104847 127600000 133880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115762.univariate_twas_weights.rds"
"chr2" "ENSG00000115806" 170928464 169928463 172720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115806.univariate_twas_weights.rds"
"chr2" "ENSG00000115808" 36966536 33640000 39240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115808.univariate_twas_weights.rds"
"chr2" "ENSG00000115816" 37231596 36201612 39240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115816.univariate_twas_weights.rds"
"chr2" "ENSG00000115825" 37324833 36250502 39240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115825.univariate_twas_weights.rds"
"chr2" "ENSG00000115827" 171434217 170434216 172720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115827.univariate_twas_weights.rds"
"chr2" "ENSG00000115828" 37342827 36342826 39240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115828.univariate_twas_weights.rds"
"chr2" "ENSG00000115839" 135052292 134052291 136176394 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115839.univariate_twas_weights.rds"
"chr2" "ENSG00000115840" 171999859 170783405 172999859 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115840.univariate_twas_weights.rds"
"chr2" "ENSG00000115841" 37923187 36800000 39240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115841.univariate_twas_weights.rds"
"chr2" "ENSG00000115844" 172102900 170880000 173102900 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115844.univariate_twas_weights.rds"
"chr2" "ENSG00000115866" 135986100 134905881 137880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115866.univariate_twas_weights.rds"
"chr2" "ENSG00000115875" 38751494 36800000 39751494 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115875.univariate_twas_weights.rds"
"chr2" "ENSG00000115884" 20225433 17680000 21225433 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115884.univariate_twas_weights.rds"
"chr2" "ENSG00000115896" 197804593 196804592 199960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115896.univariate_twas_weights.rds"
"chr2" "ENSG00000115902" 64988477 63560000 66023865 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115902.univariate_twas_weights.rds"
"chr2" "ENSG00000115904" 39124345 36800000 40124345 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115904.univariate_twas_weights.rds"
"chr2" "ENSG00000115919" 142877657 138880000 146720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115919.univariate_twas_weights.rds"
"chr2" "ENSG00000115935" 174682916 173559572 177160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115935.univariate_twas_weights.rds"
"chr2" "ENSG00000115942" 200963680 199880000 202520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115942.univariate_twas_weights.rds"
"chr2" "ENSG00000115944" 42425088 41333546 43920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115944.univariate_twas_weights.rds"
"chr2" "ENSG00000115946" 68157888 67157887 70280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115946.univariate_twas_weights.rds"
"chr2" "ENSG00000115947" 148021604 146930396 149040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115947.univariate_twas_weights.rds"
"chr2" "ENSG00000115956" 68365282 67365281 70280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115956.univariate_twas_weights.rds"
"chr2" "ENSG00000115963" 150539011 149468195 151600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115963.univariate_twas_weights.rds"
"chr2" "ENSG00000115966" 175168382 174072250 177160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115966.univariate_twas_weights.rds"
"chr2" "ENSG00000115970" 43596038 42230851 44596038 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115970.univariate_twas_weights.rds"
"chr2" "ENSG00000115977" 69674349 68080000 70674349 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115977.univariate_twas_weights.rds"
"chr2" "ENSG00000115993" 201451500 200377207 202520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115993.univariate_twas_weights.rds"
"chr2" "ENSG00000115998" 70248615 68080000 73720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000115998.univariate_twas_weights.rds"
"chr2" "ENSG00000116001" 70248660 68080000 73720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116001.univariate_twas_weights.rds"
"chr2" "ENSG00000116005" 70257386 68080000 73720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116005.univariate_twas_weights.rds"
"chr19" "ENSG00000116014" 917287 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116014.univariate_twas_weights.rds"
"chr2" "ENSG00000116016" 46293667 45293666 47386697 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116016.univariate_twas_weights.rds"
"chr19" "ENSG00000116017" 925781 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116017.univariate_twas_weights.rds"
"chr2" "ENSG00000116030" 202238599 200840000 203238599 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116030.univariate_twas_weights.rds"
"chr19" "ENSG00000116032" 1000419 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116032.univariate_twas_weights.rds"
"chr2" "ENSG00000116035" 70900576 69900575 73720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116035.univariate_twas_weights.rds"
"chr2" "ENSG00000116039" 70935900 69935899 73720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116039.univariate_twas_weights.rds"
"chr2" "ENSG00000116044" 177392697 176227595 178392697 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116044.univariate_twas_weights.rds"
"chr2" "ENSG00000116062" 47695530 46695529 48810063 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116062.univariate_twas_weights.rds"
"chr2" "ENSG00000116095" 178480457 177480456 180040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116095.univariate_twas_weights.rds"
"chr2" "ENSG00000116096" 72887382 70240000 73892158 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116096.univariate_twas_weights.rds"
"chr2" "ENSG00000116106" 221574202 219400000 222640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116106.univariate_twas_weights.rds"
"chr2" "ENSG00000116117" 204545475 203545474 206620162 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116117.univariate_twas_weights.rds"
"chr2" "ENSG00000116120" 222656092 219400000 223960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116120.univariate_twas_weights.rds"
"chr2" "ENSG00000116127" 73385758 70240000 74680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116127.univariate_twas_weights.rds"
"chr1" "ENSG00000116128" 147541501 146040000 149760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116128.univariate_twas_weights.rds"
"chr1" "ENSG00000116132" 170662728 169440000 171739421 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116132.univariate_twas_weights.rds"
"chr1" "ENSG00000116133" 54887195 53240000 56800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116133.univariate_twas_weights.rds"
"chr1" "ENSG00000116138" 15526813 14526812 16960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000116138.univariate_twas_weights.rds"
